concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-80;GO;129,930;Barro Alto;Principal;Crescente;Ativo;;-14,989301;-48,909156;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-80;GO;130,210;Barro Alto;Principal;Decrescente;Ativo;;-14,988166;-48,911473;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;441,030;Anápolis;Principal;Crescente;Ativo;;-16,338150;-48,922778;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;440,775;Anápolis;Principal;Decrescente;Ativo;;-16,335995;-48,922490;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;437,270;Anápolis;Principal;Decrescente;Ativo;;-16,304463;-48,924616;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;436,635;Anápolis;Principal;Crescente;Ativo;;-16,299461;-48,927526;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;435,425;Anápolis;Principal;Decrescente;Ativo;;-16,291348;-48,935040;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;434,425;Anápolis;Principal;Crescente;Ativo;;-16,286986;-48,943195;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;433,045;Anápolis;Principal;Crescente;Ativo;;-16,282801;-48,955326;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;430,885;Anápolis;Principal;Crescente;Ativo;;-16,272530;-48,972678;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;430,685;Anápolis;Principal;Decrescente;Ativo;;-16,271461;-48,974186;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;428,045;Anápolis;Principal;Crescente;Ativo;;-16,254773;-48,991761;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;426,175;Anápolis;Principal;Crescente;Ativo;;-16,242058;-49,003264;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;424,475;Anápolis;Principal;Crescente;Ativo;;-16,227873;-49,009907;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;418,065;Anápolis;Principal;Decrescente;Ativo;;-16,180240;-49,042126;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;416,190;Anápolis;Principal;Crescente;Ativo;;-16,163261;-49,043457;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;415,550;Anápolis;Principal;Decrescente;Ativo;;-16,157159;-49,043635;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;412,850;Anápolis;Principal;Crescente/Decrescente;Ativo;;-16,133671;-49,047662;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;409,450;Pirenópolis;Principal;Crescente/Decrescente;Ativo;;-16,109264;-49,030959;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;403,650;Pirenópolis;Principal;Crescente/Decrescente;Ativo;;-16,067973;-49,059638;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;373,270;São Francisco de Goiás;Principal;Crescente/Decrescente;Ativo;;-15,871110;-49,253390;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;365,210;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,809904;-49,294115;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;362,400;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,786291;-49,303159;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;356,600;Jaraguá;Principal;Decrescente;Ativo;;-15,736904;-49,322539;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;356,210;Jaraguá;Principal;Crescente;Ativo;;-15,733853;-49,323849;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;354,075;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,715916;-49,329607;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;325,000;Rianápolis;Principal;Crescente/Decrescente;Ativo;;-15,505152;-49,478510;60;60
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;321,100;Rianápolis;Principal;Crescente/Decrescente;Ativo;;-15,474912;-49,495780;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;317,950;Rianápolis;Principal;Crescente;Ativo;;-15,447988;-49,505805;40;40
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;309,450;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,387230;-49,550791;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;304,365;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,344979;-49,568783;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;300,580;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,310915;-49,572192;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;293,140;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,254216;-49,551449;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;290,395;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,231696;-49,555100;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;277,420;Nova Glória;Principal;Crescente/Decrescente;Ativo;;-15,128675;-49,510637;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;259,395;São Luiz do Norte;Principal;Crescente;Ativo;;-14,999505;-49,410603;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;241,685;São Luiz do Norte;Principal;Crescente/Decrescente;Ativo;;-14,862101;-49,325789;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;236,640;São Luiz do Norte;Principal;Crescente/Decrescente;Ativo;;-14,824028;-49,299898;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;234,560;Hidrolina;Principal;Crescente/Decrescente;Ativo;;-14,808100;-49,289761;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;218,440;Uruaçu;Principal;Crescente/Decrescente;Ativo;;-14,685393;-49,208902;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;209,220;Uruaçu;Principal;Crescente;Ativo;;-14,612282;-49,168662;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;208,170;Uruaçu;Principal;Decrescente;Ativo;;-14,603128;-49,165912;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;205,580;Uruaçu;Principal;Crescente/Decrescente;Ativo;;-14,580323;-49,159490;100;100
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;200,295;Uruaçu;Principal;Crescente/Decrescente;Ativo;;-14,533858;-49,161073;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;161,610;Campinorte;Principal;Decrescente;Ativo;;-14,191959;-49,127816;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;155,440;Campinorte;Principal;Crescente/Decrescente;Ativo;;-14,138011;-49,114133;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;138,000;Mara Rosa;Principal;Crescente/Decrescente;Ativo;;-13,984564;-49,090591;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;93,530;Santa Tereza de Goiás;Principal;Crescente/Decrescente;Ativo;;-13,597911;-49,041876;60;60
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;73,030;Porangatu;Principal;Crescente/Decrescente;Ativo;;-13,459724;-49,135612;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;71,000;Porangatu;Principal;Crescente/Decrescente;Ativo;;-13,441651;-49,132927;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;64,660;Porangatu;Principal;Crescente/Decrescente;Ativo;;-13,384849;-49,127955;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;791,600;Talismã;Principal;Crescente/Decrescente;Ativo;;-12,744980;-49,082581;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;765,760;Alvorada;Principal;Crescente/Decrescente;Ativo;;-12,521229;-49,106343;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;717,880;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-12,103320;-49,186310;100;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;TO;692,600;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,888020;-49,164734;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;688,790;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,856700;-49,149791;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;684,630;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,822468;-49,133432;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;678,760;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,775574;-49,108210;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;668,190;Gurupi;Principal;Decrescente;Ativo;;-11,689545;-49,070079;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;667,760;Gurupi;Principal;Crescente;Ativo;;-11,685878;-49,068921;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;660,590;Gurupi;Principal;Crescente/Decrescente;Ativo;;-11,624140;-49,048193;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;653,130;Dueré;Principal;Crescente/Decrescente;Ativo;;-11,559894;-49,026721;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;634,220;Aliança do Tocantins;Principal;Crescente/Decrescente;Ativo;;-18,906409;-48,332917;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;626,000;Uberlândia;Principal;Crescente;Ativo;;-18,906409;-48,332917;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;627,090;Uberlândia;Principal;Decrescente;Ativo;;-18,904031;-48,340730;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;628,600;Uberlândia;Principal;Decrescente;Ativo;;-18,901461;-48,356681;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;629,170;Uberlândia;Principal;Crescente;Ativo;;-18,900505;-48,361980;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;635,850;Uberlândia;Principal;Decrescente;Ativo;;-18,891811;-48,424400;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;637,645;Uberlândia;Principal;Crescente;Ativo;;-18,889142;-48,441237;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;637,940;Uberlândia;Principal;Decrescente;Ativo;;-18,889145;-48,444055;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;643,400;Uberlândia;Principal;Decrescente;Ativo;;-18,883260;-48,478578;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;654,820;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,871536;-48,598392;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;685,900;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,865178;-48,866696;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;687,150;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,874653;-48,873571;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;688,000;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,876278;-48,880364;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;726,500;Monte Alegre de Minas;Principal;Crescente/Decrescente;Ativo;;-18,894586;-49,245310;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;739,000;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,911026;-49,361912;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;780,300;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,956561;-49,728001;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;739,900;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,912353;-49,370360;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;869,300;Santa Vitória;Principal;Crescente;Ativo;;-19,046004;-50,494352;60;60
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;65,000;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,692943;-50,973194;80;80
ECOVIAS DO CERRADO;2020;Redutor;BR-364;GO;5,380;São Simão;Principal;Crescente;Ativo;;-19,013493;-50,542701;50;50
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;6,850;São Simão;Principal;Crescente/Decrescente;Ativo;;-19,005163;-50,554056;60;60
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;29,000;Paranaiguara;Principal;Crescente;Ativo;;-18,895130;-50,725629;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;100,500;Cachoeira Alta;Principal;Crescente;Ativo;;-18,414519;-51,096512;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;106,200;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,359134;-51,119269;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;56,820;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,757252;-50,932331;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;116,300;Aparecida do Rio Doce;Principal;Decrescente;Ativo;;-18,290596;-51,165266;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;101,000;Cachoeira Alta;Principal;Decrescente;Ativo;;-18,403368;-51,105432;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;166,000;Jataí;Principal;Crescente;Ativo;;-18,051328;-51,544559;80;80
ECOVIAS DO CERRADO;2020;Redutor;BR-364;GO;172,800;Jataí;Principal;Crescente/Decrescente;Ativo;;-17,999415;-51,572820;60;60
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;159,150;Jataí;Principal;Crescente;Ativo;;-18,094142;-51,497463;50;50
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;710,870;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,879289;-49,096271;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;681,000;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,849724;-48,827328;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;681,000;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,849724;-48,827328;110;90
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;332,720;Niterói;Principal;Decrescente;Ativo;;-22,876172;-43,208744;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;332,720;Niterói;Principal;Crescente;Ativo;;-22,876172;-43,208744;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;329,900;Niterói;Principal;Decrescente;Ativo;;-22,868429;-43,185028;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;329,900;Niterói;Principal;Crescente;Ativo;;-22,868429;-43,185028;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;327,630;Niterói;Principal;Crescente;Ativo;;-22,870416;-43,163312;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;325,940;Niterói;Principal;Decrescente;Ativo;;-22,871861;-43,147095;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;323,700;Niterói;Principal;Decrescente;Ativo;;-22,873872;-43,125076;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;323,700;Niterói;Principal;Crescente;Ativo;;-22,873872;-43,125076;80;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;537,285;Santa Rita de Minas;Principal;Crescente/Decrescente;Ativo;;-19,873768;-42,132397;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;409,630;Governador Valadares;Principal;Crescente;Ativo;;-18,855386;-41,975951;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;409,675;Governador Valadares;Principal;Decrescente;Ativo;;-18,855671;-41,975587;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;410,320;Governador Valadares;Principal;Crescente;Ativo;;-18,861350;-41,974572;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;410,360;Governador Valadares;Principal;Decrescente;Ativo;;-18,861639;-41,974038;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;410,970;Governador Valadares;Principal;Crescente;Ativo;;-18,867039;-41,973164;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;411,000;Governador Valadares;Principal;Decrescente;Ativo;;-18,867078;-41,972672;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;413,185;Governador Valadares;Principal;Crescente;Ativo;;-18,881592;-41,958552;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;413,205;Governador Valadares;Principal;Decrescente;Ativo;;-18,881504;-41,958267;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;415,100;Governador Valadares;Principal;Crescente/Decrescente;Ativo;;-18,890540;-41,946506;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;416,515;Governador Valadares;Principal;Crescente/Decrescente;Ativo;;-18,902136;-41,944369;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;422,815;Alpercata;Principal;Crescente/Decrescente;Ativo;;-18,951785;-41,956907;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;426,855;Alpercata;Principal;Crescente;Ativo;;-18,976870;-41,982660;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;454,950;Engenheiro Caldas;Principal;Crescente/Decrescente;Ativo;;-19,193822;-42,043659;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;487,155;Inhapim;Principal;Decrescente;Ativo;;-19,444301;-42,757670;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;497,220;Inhapim;Principal;Crescente;Ativo;;-19,322620;-42,073410;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;499,435;Inhapim;Principal;Crescente;Ativo;;-19,558904;-42,123465;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;507,760;Ubaporanga;Principal;Crescente;Ativo;;-19,628302;-42,106406;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;519,735;Caratinga;Principal;Crescente;Ativo;;-19,726401;-42,132781;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;519,765;Caratinga;Principal;Decrescente;Ativo;;-19,726100;-42,132895;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,220;Caratinga;Principal;Crescente;Ativo;;-19,782227;-42,133357;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,430;Caratinga;Principal;Crescente;Ativo;;-19,783998;-42,133945;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,630;Caratinga;Principal;Crescente;Ativo;;-19,785589;-42,134872;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,650;Caratinga;Principal;Decrescente;Ativo;;-19,785830;-42,134755;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;527,140;Caratinga;Principal;Crescente;Ativo;;-19,789842;-42,136723;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;527,290;Caratinga;Principal;Decrescente;Ativo;;-19,791157;-42,137105;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;528,595;Caratinga;Principal;Crescente;Ativo;;-19,802239;-42,136817;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;528,755;Caratinga;Principal;Decrescente;Ativo;;-19,803494;-42,136042;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;536,885;Santa Rita de Minas;Principal;Crescente/Decrescente;Ativo;;-19,870491;-42,133779;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;550,150;Santa Bárbara do Leste;Principal;Crescente/Decrescente;Ativo;;-19,977516;-42,139335;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;672,275;Miradouro;Principal;Crescente;Ativo;;-20,888099;-42,340120;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;672,425;Miradouro;Principal;Decrescente;Ativo;;-20,889364;-42,339606;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;700,705;Muriaé;Principal;Crescente;Ativo;;-21,111633;-42,380914;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;700,705;Muriaé;Principal;Decrescente;Ativo;;-21,111661;-42,380767;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;701,900;Muriaé;Principal;Crescente;Ativo;;-21,178522;-42,373054;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;702,050;Muriaé;Principal;Decrescente;Ativo;;-21,186662;-42,367155;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;703,850;Muriaé;Principal;Crescente;Ativo;;-21,136393;-42,386893;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;704,215;Muriaé;Principal;Decrescente;Ativo;;-21,138710;-42,384563;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;710,235;Muriaé;Principal;Decrescente;Ativo;;-21,180376;-42,372520;60;60
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;711,315;Muriaé;Principal;Decrescente;Ativo;;-21,188074;-42,366924;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;769,115;Leopoldina;Principal;Crescente/Decrescente;Ativo;;-21,549879;-42,669293;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;770,245;Leopoldina;Principal;Crescente;Ativo;;-21,553421;-42,677485;60;60
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;770,245;Leopoldina;Principal;Decrescente;Ativo;;-21,553390;-42,677364;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;781,485;Leopoldina;Principal;Crescente;Ativo;;-21,625828;-42,699463;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;781,735;Leopoldina;Principal;Decrescente;Ativo;;-21,627696;-42,699287;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;815,425;Além Paraíba;Principal;Crescente;Ativo;;-21,865064;-42,672251;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;815,680;Além Paraíba;Principal;Decrescente;Ativo;;-21,866958;-42,671022;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;4,630;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,741809;-43,704686;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;7,508;Seropédica;Principal;Decrescente;Ativo;;-22,762017;-43,685441;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;9,960;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,773583;-43,667195;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;13,138;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,796876;-43,646654;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;14,360;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,805121;-43,638536;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;20,210;Nova Iguaçu;Principal;Crescente/Decrescente;Ativo;;-22,846071;-43,605859;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;21,220;Nova Iguaçu;Principal;Crescente/Decrescente;Ativo;;-22,853409;-43,601948;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-493;RJ;15,360;Guapimirim;Principal;Crescente;Ativo;;-22,664013;-42,994419;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-493;RJ;15,545;Guapimirim;Principal;Decrescente;Ativo;;-22,663676;-42,996321;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-493;RJ;19,215;Magé;Principal;Crescente/Decrescente;Ativo;;-22,665040;-43,030290;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;180,110;Belford Roxo;Principal;Decrescente;Ativo;;-22,765991;-43,414247;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;182,085;Nova Iguaçu;Principal;Decrescente;Ativo;;-22,757356;-43,430584;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;184,248;Nova Iguaçu;Principal;Decrescente;Ativo;;-22,745900;-43,447000;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;185,345;Nova Iguaçu;Principal;Crescente;Ativo;;-22,740634;-43,414113;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;186,955;Nova Iguaçu;Principal;Crescente;Ativo;;-22,738883;-43,471171;100;80
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;30,850;Sapucaia;Principal;Crescente;Ativo;;-22,078243;-42,797359;40;40
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;31,125;Sapucaia;Principal;Decrescente;Ativo;;-22,079484;-42,798957;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;39,075;São José do Vale do Rio Preto;Principal;Crescente/Decrescente;Ativo;;-22,122826;-42,778941;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;40,305;São José do Vale do Rio Preto;Principal;Crescente;Ativo;;-22,132894;-42,779433;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;40,515;Teresópolis;Principal;Decrescente;Ativo;;-22,134420;-42,780190;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;56,520;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,204540;-42,897440;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;64,353;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,267896;-42,924814;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;69,552;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,311107;-42,937463;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;73,197;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,342190;-42,939370;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;80,805;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,391970;-42,953080;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;94,653;Guapimirim;Principal;Crescente;Ativo;;-22,466400;-43,001085;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;98,325;Guapimirim;Principal;Crescente;Ativo;;-22,480926;-42,996295;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;98,515;Guapimirim;Principal;Decrescente;Ativo;;-22,482481;-42,996990;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;202,702;Queimados;Principal;Decrescente;Ativo;;-22,731833;-43,619722;100;80
ECOVIAS RIO MINAS;2021;Redutor;BR-465;RJ;7,266;Seropédica;Principal;Crescente;Ativo;;-22,760311;-43,687341;40;40
